accession,amine,core,horizyn,rank,active,raw_full
A0A069S9I0,"2,3_diaminopropionic acid",Di,0.3601960390806198,14,False,0.0013
A0A069S9I0,"2,3_diaminopropionic acid",Mono,0.2921979874372482,29,False,0.0003
A0A069S9I0,"2,3_diaminopropionic acid",Tri,0.3450645953416824,20,False,0.0096
A0A069S9I0,2_aminophenol,Di,0.389730766415596,6,False,0.0196
A0A069S9I0,2_aminophenol,Mono,0.3209179490804672,25,False,0.001
A0A069S9I0,2_aminophenol,Tri,0.3282513171434402,24,False,0.0223
A0A069S9I0,3_methoxytyramine,Di,0.0968398451805114,74,False,0.0033
A0A069S9I0,3_methoxytyramine,Mono,0.1068609803915023,72,False,0.0001
A0A069S9I0,3_methoxytyramine,Tri,0.0836813151836395,75,False,0.001
A0A069S9I0,alanine,Di,0.1877005249261856,67,False,0.0629
A0A069S9I0,alanine,Mono,0.2461344003677368,41,False,0.0091
A0A069S9I0,alanine,Tri,0.2001427114009857,66,False,0.0005
A0A069S9I0,arginine,Di,0.2167573571205139,58,False,0.0
A0A069S9I0,arginine,Mono,0.2329868227243423,48,False,0.0
A0A069S9I0,arginine,Tri,0.2503412142395973,39,False,0.0
A0A069S9I0,asparagine,Di,0.3184102028608322,26,False,0.0008
A0A069S9I0,asparagine,Mono,0.3283577784895897,23,False,0.0004
A0A069S9I0,asparagine,Tri,0.3082880526781082,27,False,0.0806
A0A069S9I0,cadaverine,Di,0.2300384044647216,51,False,0.0001
A0A069S9I0,cadaverine,Mono,0.2221142873167991,56,False,0.0
A0A069S9I0,cadaverine,Tri,0.2386791706085205,46,False,0.0001
A0A069S9I0,citrulline,Di,0.3466097861528396,18,False,0.0001
A0A069S9I0,citrulline,Mono,0.3768396079540252,10,False,0.0
A0A069S9I0,citrulline,Tri,0.3398140966892242,21,False,0.0
A0A069S9I0,cystine,Di,0.1808679327368736,68,False,0.0001
A0A069S9I0,cystine,Mono,0.2452980279922485,43,False,0.0
A0A069S9I0,cystine,Tri,0.2057491764426231,64,False,0.0001
A0A069S9I0,dopamine,Di,0.2284734696149826,52,False,0.0044
A0A069S9I0,dopamine,Mono,0.2317890375852584,50,False,0.0006
A0A069S9I0,dopamine,Tri,0.223728746175766,55,False,0.0631
A0A069S9I0,gaba,Di,0.2029060423374176,65,False,0.0278
A0A069S9I0,gaba,Mono,0.2113332748413086,60,False,0.012
A0A069S9I0,gaba,Tri,0.2273643761873245,53,False,0.0305
A0A069S9I0,glutamine,Di,0.4016522467136383,3,False,0.0002
A0A069S9I0,glutamine,Mono,0.346023291349411,19,False,0.0002
A0A069S9I0,glutamine,Tri,0.3293605297803879,22,False,0.0001
A0A069S9I0,glyglycine,Di,0.1242402493953704,71,False,0.0001
A0A069S9I0,glyglycine,Mono,0.1790596023201942,69,False,0.0
A0A069S9I0,glyglycine,Tri,0.1003414914011955,73,False,0.0002
A0A069S9I0,histidine,Di,0.3590617179870605,16,False,0.0
A0A069S9I0,histidine,Mono,0.3835773319005966,8,False,0.0
A0A069S9I0,histidine,Tri,0.377995565533638,9,False,0.0
A0A069S9I0,lysine,Di,0.2453819364309311,42,False,0.0007
A0A069S9I0,lysine,Mono,0.2195899114012718,57,False,0.0001
A0A069S9I0,lysine,Tri,0.2559624314308166,35,False,0.0001
A0A069S9I0,methionine,Di,0.1707179024815559,70,False,0.0002
A0A069S9I0,methionine,Mono,0.2165962159633636,59,False,0.0001
A0A069S9I0,methionine,Tri,0.2063092365860939,63,False,0.0001
A0A069S9I0,ornithine,Di,0.2351343333721161,47,False,0.0006
A0A069S9I0,ornithine,Mono,0.210892803966999,61,False,0.0002
A0A069S9I0,ornithine,Tri,0.2761988937854767,32,False,0.0001
A0A069S9I0,phenylalanine,Di,0.4061391651630401,2,False,0.0798
A0A069S9I0,phenylalanine,Mono,0.3917293697595596,4,False,0.0007
A0A069S9I0,phenylalanine,Tri,0.3664979636669159,12,False,0.0852
A0A069S9I0,proline,Di,0.2524347379803657,36,False,0.0
A0A069S9I0,proline,Mono,0.3739559054374695,11,False,0.0
A0A069S9I0,proline,Tri,0.2326095029711723,49,False,0.0001
A0A069S9I0,putrescine,Di,0.2517672330141067,37,False,0.0001
A0A069S9I0,putrescine,Mono,0.2662993371486664,33,False,0.0
A0A069S9I0,putrescine,Tri,0.2260692045092582,54,False,0.0001
A0A069S9I0,serine,Di,0.3850284069776535,7,False,0.0007
A0A069S9I0,serine,Mono,0.3590874671936035,15,False,0.0004
A0A069S9I0,serine,Tri,0.355831116437912,17,False,0.0001
A0A069S9I0,serotonin,Di,0.2801064252853393,30,False,0.0
A0A069S9I0,serotonin,Mono,0.2472951710224151,40,False,0.0003
A0A069S9I0,serotonin,Tri,0.3007689714431762,28,False,0.0
A0A069S9I0,threonine,Di,0.4237361252307892,1,False,0.0
A0A069S9I0,threonine,Mono,0.3902737945318222,5,False,0.0001
A0A069S9I0,threonine,Tri,0.3608235120773315,13,False,0.0
A0A069S9I0,tryptamine,Di,0.2422525808215141,44,False,0.0
A0A069S9I0,tryptamine,Mono,0.2079831957817077,62,False,0.0
A0A069S9I0,tryptamine,Tri,0.2394989430904388,45,False,0.0001
A0A069S9I0,tyramine,Di,0.2766583114862442,31,False,0.0002
A0A069S9I0,tyramine,Mono,0.251569353044033,38,False,0.0031
A0A069S9I0,tyramine,Tri,0.2591838240623474,34,False,0.0002
A0A078S2R5,"2,3_diaminopropionic acid",Di,0.3372748643159866,18,True,0.7541
A0A078S2R5,"2,3_diaminopropionic acid",Mono,0.3098097741603851,26,False,0.474
A0A078S2R5,"2,3_diaminopropionic acid",Tri,0.322617307305336,23,True,0.942
A0A078S2R5,2_aminophenol,Di,0.3645171821117401,15,True,0.9872
A0A078S2R5,2_aminophenol,Mono,0.3342102617025375,19,True,0.8466
A0A078S2R5,2_aminophenol,Tri,0.30654177069664,27,True,0.9844
A0A078S2R5,3_methoxytyramine,Di,0.0699849426746368,74,True,0.9348
A0A078S2R5,3_methoxytyramine,Mono,0.0816716812551021,72,False,0.2629
A0A078S2R5,3_methoxytyramine,Tri,0.0486698187887668,75,False,0.5658
A0A078S2R5,alanine,Di,0.1898619383573532,62,True,0.9933
A0A078S2R5,alanine,Mono,0.277958333492279,30,True,0.9646
A0A078S2R5,alanine,Tri,0.1970603168010711,58,False,0.2879
A0A078S2R5,arginine,Di,0.2106427550315857,55,False,0.0716
A0A078S2R5,arginine,Mono,0.2524248734116554,33,False,0.0302
A0A078S2R5,arginine,Tri,0.2435844764113426,38,False,0.0695
A0A078S2R5,asparagine,Di,0.3259740769863128,20,False,0.2622
A0A078S2R5,asparagine,Mono,0.3677722513675689,12,False,0.1867
A0A078S2R5,asparagine,Tri,0.3147062361240387,25,True,0.9775
A0A078S2R5,cadaverine,Di,0.2294377833604812,45,False,0.0215
A0A078S2R5,cadaverine,Mono,0.2518917769193649,34,False,0.0097
A0A078S2R5,cadaverine,Tri,0.2318713665008545,44,False,0.0181
A0A078S2R5,citrulline,Di,0.3176283538341522,24,False,0.122
A0A078S2R5,citrulline,Mono,0.3885326087474823,8,False,0.0555
A0A078S2R5,citrulline,Tri,0.3047810047864914,28,False,0.0371
A0A078S2R5,cystine,Di,0.1632864028215408,69,False,0.1078
A0A078S2R5,cystine,Mono,0.264366403222084,31,False,0.0155
A0A078S2R5,cystine,Tri,0.1887147724628448,63,False,0.0457
A0A078S2R5,dopamine,Di,0.1848026663064956,64,True,0.8836
A0A078S2R5,dopamine,Mono,0.2112490534782409,54,False,0.602
A0A078S2R5,dopamine,Tri,0.1738593727350235,68,True,0.9829
A0A078S2R5,gaba,Di,0.1941889226436615,59,True,0.9963
A0A078S2R5,gaba,Mono,0.238774225115776,40,True,0.9931
A0A078S2R5,gaba,Tri,0.2068028599023819,57,True,0.9954
A0A078S2R5,glutamine,Di,0.3961378633975982,7,False,0.4589
A0A078S2R5,glutamine,Mono,0.3848278820514679,9,True,0.5668
A0A078S2R5,glutamine,Tri,0.3236570954322815,22,False,0.258
A0A078S2R5,glyglycine,Di,0.1321132257580757,71,False,0.0495
A0A078S2R5,glyglycine,Mono,0.1941445916891098,60,False,0.0264
A0A078S2R5,glyglycine,Tri,0.0735486708581447,73,False,0.0947
A0A078S2R5,histidine,Di,0.362242579460144,16,False,0.0128
A0A078S2R5,histidine,Mono,0.4180905818939209,2,False,0.0183
A0A078S2R5,histidine,Tri,0.3675011992454529,13,False,0.0407
A0A078S2R5,lysine,Di,0.2403417080640792,39,False,0.5923
A0A078S2R5,lysine,Mono,0.2381083145737648,41,False,0.2331
A0A078S2R5,lysine,Tri,0.2444495409727096,37,False,0.0899
A0A078S2R5,methionine,Di,0.1569204553961753,70,False,0.277
A0A078S2R5,methionine,Mono,0.2462440803647041,36,False,0.1991
A0A078S2R5,methionine,Tri,0.1804244220256805,65,False,0.1677
A0A078S2R5,ornithine,Di,0.2227579727768898,48,True,0.8957
A0A078S2R5,ornithine,Mono,0.2282413020730018,46,True,0.7819
A0A078S2R5,ornithine,Tri,0.260186418890953,32,False,0.5256
A0A078S2R5,phenylalanine,Di,0.4133060872554779,3,True,0.9922
A0A078S2R5,phenylalanine,Mono,0.4318661987781524,1,False,0.6199
A0A078S2R5,phenylalanine,Tri,0.3646221756935119,14,True,0.9916
A0A078S2R5,proline,Di,0.222271516919136,49,False,0.0157
A0A078S2R5,proline,Mono,0.3809969872236252,10,False,0.0221
A0A078S2R5,proline,Tri,0.2090708315372467,56,False,0.1152
A0A078S2R5,putrescine,Di,0.2379823625087738,42,False,0.025
A0A078S2R5,putrescine,Mono,0.286689355969429,29,False,0.0099
A0A078S2R5,putrescine,Tri,0.2116796523332595,53,False,0.021
A0A078S2R5,serine,Di,0.3803375661373138,11,False,0.2565
A0A078S2R5,serine,Mono,0.407082736492157,4,False,0.2501
A0A078S2R5,serine,Tri,0.3451695144176483,17,False,0.0497
A0A078S2R5,serotonin,Di,0.233988843858242,43,False,0.1804
A0A078S2R5,serotonin,Mono,0.2139249369502067,51,True,0.856
A0A078S2R5,serotonin,Tri,0.2517319619655609,35,False,0.2164
A0A078S2R5,threonine,Di,0.399106502532959,5,False,0.0942
A0A078S2R5,threonine,Mono,0.3983062356710434,6,False,0.1989
A0A078S2R5,threonine,Tri,0.3247862905263901,21,False,0.0072
A0A078S2R5,tryptamine,Di,0.1930385753512382,61,False,0.0377
A0A078S2R5,tryptamine,Mono,0.1760019958019256,67,False,0.0178
A0A078S2R5,tryptamine,Tri,0.179921306669712,66,False,0.0597
A0A078S2R5,tyramine,Di,0.2205787822604179,50,False,0.2853
A0A078S2R5,tyramine,Mono,0.2278616949915886,47,True,0.8874
A0A078S2R5,tyramine,Tri,0.2122958153486251,52,False,0.2281
A0A096B1U0,"2,3_diaminopropionic acid",Di,0.2524375095963478,16,False,0.0117
A0A096B1U0,"2,3_diaminopropionic acid",Mono,0.2815227136015892,9,False,0.0027
A0A096B1U0,"2,3_diaminopropionic acid",Tri,0.2210901379585266,26,False,0.1828
A0A096B1U0,2_aminophenol,Di,0.2463078126311302,17,False,0.059
A0A096B1U0,2_aminophenol,Mono,0.2652950435876846,11,False,0.0044
A0A096B1U0,2_aminophenol,Tri,0.20870241522789,32,False,0.1696
A0A096B1U0,3_methoxytyramine,Di,0.1176512576639652,68,False,0.0092
A0A096B1U0,3_methoxytyramine,Mono,0.0728175565600395,73,False,0.0004
A0A096B1U0,3_methoxytyramine,Tri,0.0653385277837514,74,False,0.0178
A0A096B1U0,alanine,Di,0.17346902936697,49,True,0.9779
A0A096B1U0,alanine,Mono,0.244773231446743,19,True,0.8809
A0A096B1U0,alanine,Tri,0.1656500920653343,52,False,0.2037
A0A096B1U0,arginine,Di,0.2282919734716415,24,False,0.0002
A0A096B1U0,arginine,Mono,0.2596451640129089,14,False,0.0
A0A096B1U0,arginine,Tri,0.2397937327623367,21,False,0.0006
A0A096B1U0,asparagine,Di,0.1908551007509231,41,False,0.0684
A0A096B1U0,asparagine,Mono,0.2602758929133415,13,False,0.0235
A0A096B1U0,asparagine,Tri,0.185470663011074,44,True,0.9689
A0A096B1U0,cadaverine,Di,0.1695786342024803,50,False,0.0016
A0A096B1U0,cadaverine,Mono,0.2355212271213531,23,False,0.0004
A0A096B1U0,cadaverine,Tri,0.1529967039823532,58,False,0.0045
A0A096B1U0,citrulline,Di,0.2144785895943641,27,False,0.0028
A0A096B1U0,citrulline,Mono,0.3128689154982567,3,False,0.0005
A0A096B1U0,citrulline,Tri,0.2044791057705879,34,False,0.0019
A0A096B1U0,cystine,Di,0.1000947915017604,72,False,0.0005
A0A096B1U0,cystine,Mono,0.2073942124843597,33,False,0.0001
A0A096B1U0,cystine,Tri,0.13087734952569,65,False,0.0009
A0A096B1U0,dopamine,Di,0.1516146063804626,59,False,0.1266
A0A096B1U0,dopamine,Mono,0.1574020199477672,55,False,0.0165
A0A096B1U0,dopamine,Tri,0.112522218376398,71,True,0.937
A0A096B1U0,gaba,Di,0.124013677239418,67,True,0.9954
A0A096B1U0,gaba,Mono,0.2038339525461197,35,True,0.9873
A0A096B1U0,gaba,Tri,0.1144989468157291,70,True,0.998
A0A096B1U0,glutamine,Di,0.2427104711532592,20,False,0.0032
A0A096B1U0,glutamine,Mono,0.2837782204151153,8,False,0.0022
A0A096B1U0,glutamine,Tri,0.1930653378367424,38,False,0.0063
A0A096B1U0,glyglycine,Di,0.1910302937030792,40,False,0.0058
A0A096B1U0,glyglycine,Mono,0.187371164560318,42,False,0.0017
A0A096B1U0,glyglycine,Tri,0.055421445518732,75,False,0.0421
A0A096B1U0,histidine,Di,0.2448588460683822,18,False,0.0012
A0A096B1U0,histidine,Mono,0.302308902144432,6,False,0.0005
A0A096B1U0,histidine,Tri,0.209337368607521,31,False,0.0063
A0A096B1U0,lysine,Di,0.1804894804954528,45,False,0.0468
A0A096B1U0,lysine,Mono,0.2119358107447624,29,False,0.0031
A0A096B1U0,lysine,Tri,0.1746718361973762,48,False,0.0052
A0A096B1U0,methionine,Di,0.1340431794524192,63,False,0.0023
A0A096B1U0,methionine,Mono,0.2123225331306457,28,False,0.0008
A0A096B1U0,methionine,Tri,0.1161149442195892,69,False,0.0055
A0A096B1U0,ornithine,Di,0.1597435995936393,54,False,0.0045
A0A096B1U0,ornithine,Mono,0.1757325828075409,46,False,0.001
A0A096B1U0,ornithine,Tri,0.1749747693538665,47,False,0.0026
A0A096B1U0,phenylalanine,Di,0.3059164434671402,4,True,0.9702
